Cargo	IdCargo	IdTipo	IdTipo2	CargoOK
City Wireless Surcharge	Impuestos	Varios	Otros	City Wireless Surcharge
city/local tax amount	Impuestos	Varios	Otros	city/local tax amount
CIUDAD CELULAR S.R.L.(H2H)	Variables	Varios	Otros	CIUDAD CELULAR S.R.L.(H2H)
CLA OBX 27W DUAL USBTYPC BLK K008-Y-30280411	Variables	Varios	Equipos	CLA OBX 27W DUAL USBTYPC BLK K008-Y-30280411
CLA SUP 4 8A TYPEC BLK K008-Y-29957033	Variables	Varios	Equipos	CLA SUP 4 8A TYPEC BLK
GovermFees&Tax Clarke County E	Impuestos	Varios	Otros	Clarke County Tax
CLARO 171	Variables	Excedente	Voz Red	CLARO 171
CLARO  171	Variables	Excedente	Voz Red	CLARO 171
claro club	Fijos	Varios	Otros	Claro club
claro corp 200 ili seg abcargo fijo mensual	Fijos	Varios	Todo Incluido	Claro corp 200
claro corp 520 iliseg mxsi20cargo fijo mensual	Fijos	Varios	Todo Incluido	claro corp 520
claro corp 520 iliseg mxsi22cargo fijo mensual	Fijos	Varios	Todo Incluido	claro corp 520
Claro Drive	Variables	Servicios	Otros	Claro Drive
Claro Geo full	Fijos	Varios	Otros	Claro Geo full
Proporcional Claro Geo full	Fijos	Varios	Otros	Claro Geo full
PE81R Proporcional Claro Geo full	Fijos	Varios	Otros	Claro Geo full
PE82R Proporcional Claro Geo full	Fijos	Varios	Otros	Claro Geo full
CN84C Claro Geo full	Fijos	Varios	Otros	Claro Geo full
Claro Internet Empresa	Fijos	Datos	Smartphone	Claro Internet Empresa
Claro LDI	Variables	Internacional	LDI Voz	Claro LDI
Claro Life Ilimitado 1GB	Fijos	Varios	Todo Incluido	Claro Life Ilimitado 1 GB
Claro Life Ilimitado 1 GB	Fijos	Datos	Smartphone	Claro Life Ilimitado 1 GB
Claro Life Ilimitado 10GB	Fijos	Varios	Todo Incluido	Claro Life Ilimitado 10 GB
Claro Life Ilimitado 2GB	Fijos	Datos	Smartphone	Claro Life Ilimitado 2GB
Claro Life Ilimitado 3GB	Fijos	Datos	Smartphone	Claro Life Ilimitado 3GB
Claro Life Ilimitado 4GB	Fijos	Varios	Todo Incluido	Claro Life Ilimitado 4 GB
Claro Life Ilimitado 500MB	Fijos	Datos	Smartphone	Claro Life Ilimitado 500MB
Claro Life Ilimitado 5GB	Fijos	Datos	Smartphone	Claro Life Ilimitado 5GB
Claro Life Ilimitado 7GB	Fijos	Datos	Smartphone	Claro Life Ilimitado 7GB
Claro MDM básico	Fijos	Varios	MDM	Claro MDM básico
PC25C Claro MDM básico	Fijos	Varios	MDM	Claro MDM básico
PC04C Claro MDM básico	Fijos	Varios	MDM	Claro MDM básico
A019C Claro MDM básico	Fijos	Varios	MDM	Claro MDM básico
PC45C Claro MDM básico	Fijos	Varios	MDM	Claro MDM básico
PC55C Claro MDM básico	Fijos	Varios	MDM	Claro MDM básico
A039C Claro MDM básico	Fijos	Varios	MDM	Claro MDM básico
PC74C Claro MDM básico	Fijos	Varios	MDM	Claro MDM básico
NC Claro MDM básico	Fijos	Varios	MDM	Claro MDM básico
A024C Claro MDM básico	Fijos	Varios	MDM	Claro MDM básico
A027C Claro MDM básico	Fijos	Varios	MDM	Claro MDM básico
A034C Claro MDM básico	Fijos	Varios	MDM	Claro MDM básico
PC63R Claro MDM básico	Fijos	Varios	MDM	Claro MDM básico
PC64C Claro MDM básico	Fijos	Varios	MDM	Claro MDM básico
PC65C Claro MDM básico	Fijos	Varios	MDM	Claro MDM básico
ALI35 Claro MDM básico	Fijos	Varios	MDM	Claro MDM básico
Claro MDM full - on premise	Fijos	Varios	MDM	Claro MDM full - on premise
Claro MDM Knox - Manage	Fijos	Varios	MDM	Claro MDM Knox - Manage
Claro M?sica Mensual	Variables	Servicios	Otros	CLARO Musica Mensual
Claro Musica Mensual	Variables	Servicios	Otros	Claro Musica Mensual
Claro MÃºsica Ilimitado mensual	Variables	Servicios	Otros	Claro Música
Proporcional Claro Música gratis	Variables	Servicios	Otros	Claro Música
Claro Música	Variables	Servicios	Otros	Claro Música
Proporcional bonificación Claro Música	Variables	Servicios	Otros	Claro Música
Proporcional Claro Música	Variables	Servicios	Otros	Claro Música
Claro música degustación gratis	Variables	Servicios	Otros	Claro música degustación gratis
Proporcional Claro música degustación	Variables	Servicios	Otros	Claro música degustación gratis
Paquete Claro Música gratis	Fijos	Varios	Perfiles	Claro Música gratis
PE04C Claro música Ilimitado	Fijos	Varios	Otros	Claro música Ilimitado
PC12R Claro música Ilimitado	Fijos	Varios	Otros	Claro música Ilimitado
PC22R Claro música Ilimitado	Fijos	Varios	Otros	Claro música Ilimitado
PC24C Claro música Ilimitado	Fijos	Varios	Otros	Claro música Ilimitado
BC03C Claro música Ilimitado	Fijos	Varios	Otros	Claro música Ilimitado
BC04C Claro música Ilimitado	Fijos	Varios	Otros	Claro música Ilimitado
BC06C Claro música Ilimitado	Fijos	Varios	Otros	Claro música Ilimitado
PC62R Bonificación Claro música Ilimitado	Fijos	Varios	Otros	Claro música Ilimitado
PC62R Claro música Ilimitado	Fijos	Varios	Otros	Claro música Ilimitado
PC62R Claro música ilimitado mensual	Fijos	Varios	Otros	Claro música Ilimitado
PC64C Claro música Ilimitado	Fijos	Varios	Otros	Claro música Ilimitado
PC32R Claro música Ilimitado	Fijos	Varios	Otros	Claro música Ilimitado
PC52R Bonificación Claro música Ilimitado	Fijos	Varios	Otros	Claro música Ilimitado
PC52R Claro música Ilimitado	Fijos	Varios	Otros	Claro música Ilimitado
PC52R Claro música ilimitado mensual	Fijos	Varios	Otros	Claro música Ilimitado
PC54C Claro música Ilimitado	Fijos	Varios	Otros	Claro música Ilimitado
PC42R Bonificación Claro música Ilimitado	Fijos	Varios	Otros	Claro música Ilimitado
PC42R Claro música Ilimitado	Fijos	Varios	Otros	Claro música Ilimitado
PC42R Claro música ilimitado mensual	Fijos	Varios	Otros	Claro música Ilimitado
PC44C Claro música Ilimitado	Fijos	Varios	Otros	Claro música Ilimitado
PC65C Claro música Ilimitado	Fijos	Varios	Otros	Claro música Ilimitado
PC72R Claro música Ilimitado	Fijos	Varios	Otros	Claro música Ilimitado
BC86C Claro música Ilimitado	Fijos	Varios	Otros	Claro música Ilimitado
BC83C Claro música Ilimitado	Fijos	Varios	Otros	Claro música Ilimitado
BC04C Claro música plan mensual	Variables	Servicios	Otros	Claro música plan mensual
PE92R Claro música plan mensual	Variables	Servicios	Otros	Claro música plan mensual
PE03C Claro música plan mensual	Variables	Servicios	Otros	Claro música plan mensual
Claro música plan semanal	Variables	Servicios	Otros	Claro música plan semanal
BC05R Claro música suscripción mensual	Variables	Servicios	Otros	Claro música suscripcion mensual
 Claro música suscripción mensual	Variables	Servicios	Otros	Claro música suscripcion mensual
BC24R Claro Realidad virtual mensual	Variables	Servicios	Otros	Claro Realidad virtual mensual
PC82R Claro Realidad virtual mensual	Variables	Servicios	Otros	Claro Realidad virtual mensual
PC62R Claro Realidad virtual mensual	Variables	Servicios	Otros	Claro Realidad virtual mensual
PC52R Claro Realidad virtual mensual	Variables	Servicios	Otros	Claro Realidad virtual mensual
Claro UP	Variables	Varios	Otros	Claro UP
Claro UP - Seguro para celular	Fijos	Varios	Otros	Claro UP
Devolución de Claro UP - Seguro para celular	Fijos	Varios	Otros	Claro UP
BC05R Proporcional Claro video	Fijos	Varios	Otros	Claro video
PC64C Claro video	Fijos	Varios	Otros	Claro video
PC75R Claro video	Fijos	Varios	Otros	Claro video
PC83R Claro video	Fijos	Varios	Otros	Claro video
BC06C Claro video	Fijos	Varios	Otros	Claro video
BC05R Claro video	Fijos	Varios	Otros	Claro video
PC44C Claro video	Fijos	Varios	Otros	Claro video
Claro video TV	Fijos	Varios	Otros	Claro video
PC54C Claro video	Fijos	Varios	Otros	Claro video
BC04C Proporcional Claro video	Fijos	Varios	Otros	Claro video
PC74C Claro video	Fijos	Varios	Otros	Claro video
BC84C Claro video	Fijos	Varios	Otros	Claro video
BC86C Claro video	Fijos	Varios	Otros	Claro video
BC33R Claro video	Fijos	Varios	Otros	Claro video
claro video	Fijos	Varios	Otros	Claro video
PC94C Claro video	Fijos	Varios	Otros	Claro video
PE04C Claro video	Fijos	Varios	Otros	Claro video
PE04C Proporcional Claro video	Fijos	Varios	Otros	Claro video
PE94C Claro video	Fijos	Varios	Otros	Claro video
PE94C Proporcional Claro video	Fijos	Varios	Otros	Claro video
PE93C Claro video	Fijos	Varios	Otros	Claro video
CN73C Claro video	Fijos	Varios	Otros	Claro video
PE35C Claro video	Fijos	Varios	Otros	Claro video
PE35C Proporcional Claro video	Fijos	Varios	Otros	Claro video
PC05C Claro video	Fijos	Varios	Otros	Claro video
PC06C Claro video	Fijos	Varios	Otros	Claro video
PC06C Proporcional Claro video	Fijos	Varios	Otros	Claro video
PC24C Claro video	Fijos	Varios	Otros	Claro video
PC26C Claro video	Fijos	Varios	Otros	Claro video
BC04C Claro video	Fijos	Varios	Otros	Claro video
PC04C Claro video	Fijos	Varios	Otros	Claro video
ClaroVideo_SusMen_New	Variables	Servicios	Otros	Claro Video mensual
Claro Video mensual	Variables	Servicios	Otros	Claro Video mensual
Claro video película	Variables	Servicios	Otros	Claro video película
Claro video película estreno	Variables	Servicios	Otros	Claro video película estreno
Ligações Locais-Claro-Claro	Variables	Excedente	Voz Aire	Claro-Claro - Ligações Locais
Liga¿¿es Locais-Claro-Claro	Variables	Excedente	Voz Aire	Claro-Claro - Ligações Locais
Claro-Claro - Ligações Locais	Variables	Excedente	Voz Aire	Claro-Claro - Ligações Locais
Claro-Fixo - Ligações Locais	Variables	Excedente	Voz Aire	Claro-Fixo - Ligações Locais
Ligações Locais-Claro-Fixo	Variables	Excedente	Voz Aire	Claro-Fixo - Ligações Locais
Liga¿¿es Locais-Claro-Fixo	Variables	Excedente	Voz Aire	Claro-Fixo - Ligações Locais
Ligações Locais-Claro-Outras Op.	Variables	Excedente	Voz Aire	Claro-Outras Op. - Ligações Locais
Liga¿¿es Locais-Claro-Outras Op.	Variables	Excedente	Voz Aire	Claro-Outras Op. - Ligações Locais
Claro-Outras Op. - Ligações Locais	Variables	Excedente	Voz Aire	Claro-Outras Op. - Ligações Locais
Claro-Outras Op. - Ligações Locais 30 -	Variables	Excedente	Voz Aire	Claro-Outras Op. - Ligações Locais
GEO CLEARING	Variables	Plan	Voz Incluido	Clearing Tiempo de Aire
CUOTA CLEARING	Variables	Plan	Voz Incluido	Clearing Tiempo de Aire
Clearing T.de aire MovistarSab	Variables	Plan	Voz Incluido	Clearing Tiempo de Aire
Clearing T.de aire movistarHP	Variables	Plan	Voz Incluido	Clearing Tiempo de Aire
Clearing T.de aire MovistarHNP	Variables	Plan	Voz Incluido	Clearing Tiempo de Aire
Clearing T.Aire Mov SDF Z.Exen	Variables	Plan	Voz Incluido	Clearing Tiempo de Aire
Clearing T.Aire Mov HP Z.Exen	Variables	Plan	Voz Incluido	Clearing Tiempo de Aire
Clearing T.Aire Mov HNP Z.Exen	Variables	Plan	Voz Incluido	Clearing Tiempo de Aire
BONIF. CUOTA CLEARING	Variables	Plan	Voz Incluido	Clearing Tiempo de Aire
BONIF. 50% Cuota Clearing	Variables	Plan	Voz Incluido	Clearing Tiempo de Aire
Clearing Tiempo de Aire	Variables	Plan	Voz Incluido	Clearing Tiempo de Aire
Clearing	Variables	Plan	Voz Incluido	Clearing Tiempo de Aire
Clearing Comunidad	Variables	Plan	Voz Incluido	Clearing Tiempo de Aire
Minutos Nac. Clearing	Variables	Plan	Voz Incluido	Clearing Tiempo de Aire
Minutos Nac.Clearing ZE	Variables	Plan	Voz Incluido	Clearing Tiempo de Aire
Clermont Cnty Sales Tax-Telec	Impuestos	Varios	Otros	Clermont County Sales Tax-Telec
Clicksports Semanal INTERATIVIDADE SMS	Variables	Servicios	Otros	Click sports Semanal
Cliente valor fide OptRPV %	Variables	Servicios	Otros	Cliente valor fide OptRPV %
CN73C Club Ciencias mensual	Variables	Servicios	Otros	Club Ciencias mensual
Club Ciencias mensual	Variables	Servicios	Otros	Club Ciencias mensual
CN63C Club Ciencias mensual	Variables	Servicios	Otros	Club Ciencias mensual
PC74C Club Ciencias mensual	Variables	Servicios	Otros	Club Ciencias mensual
PC95C Club Ciencias mensual	Variables	Servicios	Otros	Club Ciencias mensual
PC75C Club Ciencias mensual	Variables	Servicios	Otros	Club Ciencias mensual
PC72R Club Claro Apps mensual	Variables	Varios	Otros	Club Claro Apps mensual
PC82R Club Claro Apps mensual	Variables	Varios	Otros	Club Claro Apps mensual
PC92R Club Claro Apps mensual	Variables	Varios	Otros	Club Claro Apps mensual
Club De Contenidos	Variables	Servicios	Otros	Club De Contenidos
Club De Contenidos6	Variables	Servicios	Otros	Club De Contenidos
CN60C	Fijos	Varios	Todo Incluido	CN60C - 1GB - Libre
CN60C 1 GB Internet	Fijos	Datos	Smartphone	CN60C 1 GB Internet
CN60C 10000 SMS	Fijos	Varios	Nacional SMS	CN60C 10000 SMS
CN60C Bonificación Internet	Fijos	Datos	Smartphone	CN60C Bonificación Internet
CN60C Bonificación Internet 70% x 12 meses	Fijos	Datos	Smartphone	CN60C Bonificación Internet
CN60C Bonificación Internet 65% x 12 meses	Fijos	Datos	Smartphone	CN60C Bonificación Internet
CN60C Bonificación Internet 50% x 12 meses	Fijos	Datos	Smartphone	CN60C Bonificación Internet
CN60C Bonificación Plan 50% x 12 meses	Fijos	Varios	Todo Incluido	CN60C Bonificación Plan
CN60C Bonificación Plan 65% x 12 meses	Fijos	Varios	Todo Incluido	CN60C Bonificación Plan
CN60C Bonificación Plan 70% x 12 meses	Fijos	Varios	Todo Incluido	CN60C Bonificación Plan
CN60C Bonificación SMS 70% x 12 meses	Fijos	Varios	Nacional SMS	CN60C Bonificación SMS
CN60C Bonificación SMS 65% x 12 meses	Fijos	Varios	Nacional SMS	CN60C Bonificación SMS
CN60C Bonificación SMS 50% x 12 meses	Fijos	Varios	Nacional SMS	CN60C Bonificación SMS
CN60C Plan	Fijos	Varios	Todo Incluido	CN60C Plan
CN60C Proporcional 1 GB Internet	Fijos	Datos	Smartphone	CN60C Proporcional 1 GB Internet
CN60C Proporcional 10000 SMS	Fijos	Varios	Nacional SMS	CN60C Proporcional 10000 SMS
CN60C Proporcional bloqueo Internet	Fijos	Varios	Otros	CN60C Proporcional bloqueo Internet
CN60C Proporcional Plan	Fijos	Varios	Todo Incluido	CN60C Proporcional Plan
CN60C Proporcional Servicio básico	Fijos	Varios	Otros	CN60C Proporcional Servicio básico
CN62C - 5GB - Libre	Fijos	Varios	Todo Incluido	CN62C - 5GB - Libre
CN62C	Fijos	Varios	Todo Incluido	CN62C - 5GB - Libre
CN62C 1 GB Internet	Fijos	Datos	Smartphone	CN62C 1 GB Internet
CN62C 10000 SMS	Fijos	Varios	Nacional SMS	CN62C 10000 SMS
CN62C 5 GB Internet	Fijos	Datos	Smartphone	CN62C 5 GB Internet
CN62C Bonificación Internet	Fijos	Datos	Smartphone	CN62C Bonificación Internet
CN62C Bonificación Internet 70% x 12 meses	Fijos	Datos	Smartphone	CN62C Bonificación Internet
CN62C Bonificación Internet 90% x 12 meses	Fijos	Datos	Smartphone	CN62C Bonificación Internet
CN62C Bonificación Plan 90% x 12 meses	Fijos	Varios	Todo Incluido	CN62C Bonificación Plan
CN62C Bonificación Plan 70% x 12 meses	Fijos	Varios	Todo Incluido	CN62C Bonificación Plan
CN62C Bonificación SMS 70% x 12 meses	Fijos	Varios	Nacional SMS	CN62C Bonificación SMS
CN62C Bonificación SMS 90% x 12 meses	Fijos	Varios	Nacional SMS	CN62C Bonificación SMS
CN62C Plan	Fijos	Varios	Todo Incluido	CN62C Plan
CN62C Proporcional 10000 SMS	Fijos	Varios	Nacional SMS	CN62C Proporcional 10000 SMS
CN62C Proporcional 5 GB Internet	Fijos	Datos	Smartphone	CN62C Proporcional 5 GB Internet
CN62C Proporcional bloqueo Internet	Fijos	Varios	Otros	CN62C Proporcional Bloqueo Internet
CN62C Proporcional Plan	Fijos	Varios	Todo Incluido	CN62C Proporcional Plan
CN62C Proporcional Servicio básico	Fijos	Varios	Otros	CN62C Proporcional Servicio básico
CN62C Respaldo Agenda	Fijos	Varios	Otros	CN62C Respaldo Agenda
CN63C 1 GB Internet	Fijos	Datos	Smartphone	CN63C 1 GB Internet
CN63C 10000 SMS	Fijos	Varios	Nacional SMS	CN63C 10000 SMS
CN63C 8 GB Internet	Fijos	Datos	Smartphone	CN63C 8 GB Internet
CN63C Bonificación Internet	Fijos	Datos	Smartphone	CN63C Bonificación Internet
CN63C Bonificación Internet 40,52% x 12 meses	Fijos	Datos	Smartphone	CN63C Bonificación Internet
CN63C Bonificación Internet 48,28% x 12 meses	Fijos	Datos	Smartphone	CN63C Bonificación Internet
CN63C Bonificación Internet 70% x 12 meses	Fijos	Datos	Smartphone	CN63C Bonificación Internet
CN63C Bonificación Internet 65% x 12 meses	Fijos	Datos	Smartphone	CN63C Bonificación Internet
CN63C Bonificación Internet 100% x 3 meses	Fijos	Datos	Smartphone	CN63C Bonificación Internet
CN63C Bonificación Internet 50% x 12 meses	Fijos	Datos	Smartphone	CN63C Bonificación Internet
CN63C Bonificación Internet 67,5% x 12 meses	Fijos	Datos	Smartphone	CN63C Bonificación Internet
CN63C Bonificación Plan 67,5% x 12 meses	Fijos	Varios	Todo Incluido	CN63C Bonificación Plan
CN63C Bonificación Plan 50% x 12 meses	Fijos	Varios	Todo Incluido	CN63C Bonificación Plan
CN63C Bonificación Plan	Fijos	Varios	Todo Incluido	CN63C Bonificación Plan
CN63C Bonificación Plan 65% x 12 meses	Fijos	Varios	Todo Incluido	CN63C Bonificación Plan
CN63C Bonificación Plan 40,52% x 12 meses	Fijos	Varios	Todo Incluido	CN63C Bonificación Plan
CN63C Bonificación Plan 48,28% x 12 meses	Fijos	Varios	Todo Incluido	CN63C Bonificación Plan
CN63C Bonificación Plan 70% x 12 meses	Fijos	Varios	Todo Incluido	CN63C Bonificación Plan
CN63C Bonificación Plan 100% x 3 meses	Fijos	Varios	Todo Incluido	CN63C Bonificación Plan
CN63C Bonificación SMS 100% x 3 meses	Fijos	Varios	Nacional SMS	CN63C Bonificación SMS
CN63C Bonificación SMS	Fijos	Varios	Nacional SMS	CN63C Bonificación SMS
CN63C Bonificación SMS 50% x 12 meses	Fijos	Varios	Nacional SMS	CN63C Bonificación SMS
CN63C Bonificación SMS 67,5% x 12 meses	Fijos	Varios	Nacional SMS	CN63C Bonificación SMS
CN63C Bonificación SMS 40,52% x 12 meses	Fijos	Varios	Nacional SMS	CN63C Bonificación SMS
CN63C Bonificación SMS 48,28% x 12 meses	Fijos	Varios	Nacional SMS	CN63C Bonificación SMS
CN63C Bonificación SMS 70% x 12 meses	Fijos	Varios	Nacional SMS	CN63C Bonificación SMS
CN63C Bonificación SMS 65% x 12 meses	Fijos	Varios	Nacional SMS	CN63C Bonificación SMS
CN63C Internet móvil excedente	Variables	Datos	Datos Excedentes	CN63C Internet móvil excedente
CN63C	Fijos	Varios	Todo Incluido	CN63C Plan
CN63C Plan	Fijos	Varios	Todo Incluido	CN63C Plan
CN63C Proporcional 10000 SMS	Fijos	Varios	Nacional SMS	CN63C Proporcional 10000 SMS
CN63C Proporcional 8 GB Internet	Fijos	Datos	Smartphone	CN63C Proporcional 8 GB Internet
CN63C Proporcional bonificación	Fijos	Varios	Todo Incluido	CN63C Proporcional bonificación
CN63C Proporcional Plan	Fijos	Varios	Todo Incluido	CN63C Proporcional Plan
CN63C Proporcional Servicio básico	Fijos	Varios	Otros	CN63C Proporcional Servicio básico
CN63C Respaldo Agenda	Fijos	Varios	Otros	CN63C Respaldo Agenda
CN63C Suspensión temporaria x 30 días	Fijos	Varios	Otros	CN63C Suspensión temporaria
CN63C Suspensión temporaria x 60 días	Variables	Varios	Otros	CN63C Suspensión temporaria
CN63R	Fijos	Varios	Todo Incluido	CN63R
CN63R 10000 SMS	Fijos	Varios	Nacional SMS	CN63R 10000 SMS
CN63R 8 GB Internet	Fijos	Datos	Smartphone	CN63R 8 GB Internet
CN63R Bonificación Internet 70% x 12 meses	Fijos	Datos	Smartphone	CN63R Bonificación Internet
CN63R Bonificación Plan 70% x 12 meses	Fijos	Varios	Todo Incluido	CN63R Bonificación Plan
CN63R Plan	Fijos	Varios	Todo Incluido	CN63R Plan
CN63R Proporcional Servicio básico	Fijos	Varios	Otros	CN63R Proporcional Servicio básico
CN63R Servicio básico Cuenta Control	Fijos	Varios	Otros	CN63R Servicio básico Cuenta Control
CN65C	Fijos	Varios	Todo Incluido	CN65C - 20GB - Libre
CN65C 1 GB Internet	Fijos	Datos	Smartphone	CN65C 1 GB Internet
CN65C 10000 SMS	Fijos	Varios	Nacional SMS	CN65C 10000 SMS
CN65C 20 GB Internet	Fijos	Datos	Smartphone	CN65C 20 GB Internet
CN65C Bonificación Internet	Fijos	Datos	Smartphone	CN65C Bonificación Internet
CN65C Bonificación Internet 40,52% x 12 meses	Fijos	Datos	Smartphone	CN65C Bonificación Internet
CN65C Bonificación Plan 40,52% x 12 meses	Fijos	Varios	Todo Incluido	CN65C Bonificación Plan
CN65C Bonificación SMS 40,52% x 12 meses	Fijos	Varios	Nacional SMS	CN65C Bonificación SMS
CN65C Plan	Fijos	Varios	Todo Incluido	CN65C Plan
CN65C Proporcional 10000 SMS	Fijos	Varios	Nacional SMS	CN65C Proporcional 10000 SMS
CN65C Proporcional 20 GB Internet	Fijos	Datos	Smartphone	CN65C Proporcional 20 GB Internet
CN65C Proporcional Plan	Fijos	Varios	Todo Incluido	CN65C Proporcional Plan
CN65C Proporcional Servicio básico	Fijos	Varios	Otros	CN65C Proporcional Servicio básico
PC94C Proporcional Servicio básico	Fijos	Varios	Otros	CN65C Proporcional Servicio básico
CN66C	Fijos	Varios	Todo Incluido	CN66C - 8GB - Libre
CN66C 10000 SMS	Fijos	Varios	Nacional SMS	CN66C 10000 SMS
CN66C 15 GB Internet	Fijos	Datos	Smartphone	CN66C 15 GB Internet
CN66C Bonificación Internet	Fijos	Datos	Smartphone	CN66C Bonificación Internet
CN66C Bonificación Internet 70% x 12 meses	Fijos	Datos	Smartphone	CN66C Bonificación Internet
CN66C Bonificación Internet 65% x 12 meses	Fijos	Datos	Smartphone	CN66C Bonificación Internet
CN66C Bonificación Plan 65% x 12 meses	Fijos	Varios	Todo Incluido	CN66C Bonificación Plan
CN66C Bonificación Plan 70% x 12 meses	Fijos	Varios	Todo Incluido	CN66C Bonificación Plan
CN66C Bonificación SMS 70% x 12 meses	Fijos	Varios	Nacional SMS	CN66C Bonificación SMS
CN66C Bonificación SMS 65% x 12 meses	Fijos	Varios	Nacional SMS	CN66C Bonificación SMS
CN66C Plan	Fijos	Varios	Todo Incluido	CN66C Plan
CN66C Proporcional 15 GB Internet	Fijos	Varios	Todo Incluido	CN66C Proporcional 15 GB Internet
CN66C Proporcional bonificación	Fijos	Varios	Otros	CN66C Proporcional bonificación
CN67C - 25GB - Libre	Fijos	Varios	Todo Incluido	CN67C - 25GB - Libre
CN67C	Fijos	Varios	Todo Incluido	CN67C - 25GB - Libre
CN67C 1 GB Internet	Fijos	Datos	Smartphone	CN67C 1 GB Internet
CN67C 10000 SMS	Fijos	Varios	Nacional SMS	CN67C 10000 SMS
CN67C 25 GB Internet	Fijos	Datos	Smartphone	CN67C 25 GB Internet
CN67C Bloqueo Internet	Fijos	Varios	Otros	CN67C Bloqueo Internet
CN67C Bonificación Internet 50% x 12 meses	Fijos	Datos	Smartphone	CN67C Bonificación Internet
CN67C Bonificación Internet	Fijos	Datos	Smartphone	CN67C Bonificación Internet
CN67C Bonificación Internet 70% x 12 meses	Fijos	Datos	Smartphone	CN67C Bonificación Internet
CN67C Bonificación Internet 65% x 12 meses	Fijos	Datos	Smartphone	CN67C Bonificación Internet
CN67C Bonificación Plan 65% x 12 meses	Fijos	Varios	Todo Incluido	CN67C Bonificación Plan
CN67C Bonificación Plan 70% x 12 meses	Fijos	Varios	Todo Incluido	CN67C Bonificación Plan
CN67C Bonificación Plan 50% x 12 meses	Fijos	Varios	Todo Incluido	CN67C Bonificación Plan
CN67C Bonificación Plan	Fijos	Varios	Todo Incluido	CN67C Bonificación Plan
CN67C Bonificación SMS	Fijos	Varios	Nacional SMS	CN67C Bonificación SMS
CN67C Bonificación SMS 50% x 12 meses	Fijos	Varios	Nacional SMS	CN67C Bonificación SMS
CN67C Bonificación SMS 70% x 12 meses	Fijos	Varios	Nacional SMS	CN67C Bonificación SMS
CN67C Bonificación SMS 65% x 12 meses	Fijos	Varios	Nacional SMS	CN67C Bonificación SMS
CN67C Plan	Fijos	Varios	Todo Incluido	CN67C Plan
CN67C Proporcional 10000 SMS	Fijos	Varios	Nacional SMS	CN67C Proporcional 10000 SMS
CN67C Proporcional 25 GB Internet	Fijos	Varios	Todo Incluido	CN67C Proporcional 25 GB Internet
CN67C Proporcional bonificación	Fijos	Varios	Otros	CN67C Proporcional bonificación
CN67C Proporcional Servicio básico	Fijos	Varios	Otros	CN67C Proporcional Servicio básico
CN70C 1 GB Internet	Fijos	Datos	Smartphone	CN70C 1 GB Internet
CN70C 10000 SMS	Fijos	Varios	Nacional SMS	CN70C 10000 SMS
CN70C Bonificación Internet 70% x 12 meses	fijos	Datos	Smartphone	CN70C Bonificación Internet
CN70C Bonificación Internet 60% x 12 meses	fijos	Datos	Smartphone	CN70C Bonificación Internet
CN70C Bonificación Plan 60% x 12 meses	Fijos	Varios	Todo Incluido	CN70C Bonificación Plan
CN70C Bonificación Plan 70% x 12 meses	Fijos	Varios	Todo Incluido	CN70C Bonificación Plan
CN70C Bonificación SMS 70% x 12 meses	Fijos	Varios	Nacional SMS	CN70C Bonificación SMS
CN70C Bonificación SMS 60% x 12 meses	Fijos	Varios	Nacional SMS	CN70C Bonificación SMS
CN70C	Fijos	Varios	Todo Incluido	CN70C Plan
CN70C Plan	Fijos	Varios	Todo Incluido	CN70C Plan
CN70R 1 GB Internet	Fijos	Datos	Smartphone	CN70R 1 GB Internet
CN70R 10000 SMS	Fijos	Varios	Nacional SMS	CN70R 10000 SMS
CN70R Bonificación Internet 70% x 12 meses	Fijos	Datos	Smartphone	CN70R Bonificación Internet
CN70R Bonificación Internet 55% x 12 meses	Fijos	Datos	Smartphone	CN70R Bonificación Internet
CN70R Bonificación Plan 55% x 12 meses	Fijos	Varios	Todo Incluido	CN70R Bonificación Plan
CN70R Bonificación Plan 70% x 12 meses	Fijos	Varios	Todo Incluido	CN70R Bonificación Plan
CN70R Bonificación SMS 70% x 12 meses	Fijos	Varios	Nacional SMS	CN70R Bonificación SMS
CN70R Bonificación SMS 55% x 12 meses	Fijos	Varios	Nacional SMS	CN70R Bonificación SMS
CN70R	Fijos	Varios	Todo Incluido	CN70R Plan
CN70R Plan	Fijos	Varios	Todo Incluido	CN70R Plan
CN71C 10000 SMS	Fijos	Varios	Nacional SMS	CN71C 10000 SMS
CN71C 3 GB Internet	Fijos	Datos	Smartphone	CN71C 3 GB Internet
CN71C Bonificación Internet 70% x 12 meses	Fijos	Datos	Smartphone	CN71C Bonificación Internet
CN71C Bonificación Internet 60% x 12 meses	Fijos	Datos	Smartphone	CN71C Bonificación Internet 60% x 12
CN71C Bonificación Plan 70% x 12 meses	Fijos	Varios	Todo Incluido	CN71C Bonificación Plan
CN71C Bonificación Plan 60% x 12 meses	Fijos	Varios	Todo Incluido	CN71C Bonificación Plan 60% x 12 meses
CN71C Bonificación SMS 70% x 12 meses	Fijos	Varios	Nacional SMS	CN71C Bonificación SMS
CN71C Bonificación SMS 60% x 12 meses	Fijos	Varios	Nacional SMS	CN71C Bonificación SMS 60% x 12 meses
CN71C	Fijos	Varios	Todo Incluido	CN71C Plan GB
