CargoOK	IdCargo	IdTipo	IdTipo2
Datos Excedentes 9.851	Variables	Datos	Datos Excedentes
Datos excedentes al plan	Variables	Datos	Datos Excedentes
Datos Flex 3GB	Variables	Datos	Datos Excedentes
Datos Ilimitado  Mensual	Fijos	Datos	Smartphone
Datos Incluidos	Variables	Datos	Datos Incluidos
DATOS LTE	Fijos	Datos	Smartphone
Datos MB	Variables	Datos	Datos Excedentes
Datos MB sin costo	Variables	Datos	Datos Incluidos
Datos MB-Capacidad 13 GB	Variables	Datos	Datos Incluidos
Datos MB-Capacidad 15 GB	Variables	Datos	Datos Incluidos
Datos MB-Capacidad 16 GB	Variables	Datos	Datos Incluidos
Datos MB-Capacidad 21 GB	Variables	Datos	Datos Incluidos
Datos MB-Capacidad 5 GB	Variables	Datos	Datos Incluidos
Datos MB-Capacidad 7GB	Variables	Datos	Datos Incluidos
Datos MB-Capacidad-0	Variables	Datos	Datos Incluidos
Datos MB-Capacidad-100	Variables	Datos	Datos Incluidos
Datos MB-Capacidad-11264	Variables	Datos	Datos Incluidos
Datos MB-Capacidad-11776	Variables	Datos	Datos Incluidos
Datos MB-Capacidad-1536	Variables	Datos	Datos Incluidos
Datos MB-Capacidad-16128	Variables	Datos	Datos Incluidos
Datos MB-Capacidad-16896	Variables	Datos	Datos Incluidos
Datos MB-Capacidad-18500	Variables	Datos	Datos Incluidos
Datos MB-Capacidad-22528	Variables	Datos	Datos Incluidos
Datos MB-Capacidad-33792	Variables	Datos	Datos Incluidos
Datos MB-Capacidad-34372	Variables	Datos	Datos Incluidos
Datos MB-Capacidad-3840	Variables	Datos	Datos Incluidos
Datos MB-Capacidad-50688	Variables	Datos	Datos Incluidos
Datos MB-Capacidad-5888	Variables	Datos	Datos Incluidos
Datos MB-Capacidad-7219	Variables	Datos	Datos Incluidos
Datos MB-Capacidad-9216	Variables	Datos	Datos Incluidos
Datos MB-Capacidad:12288	Variables	Datos	Datos Incluidos
Datos MB-Capacidad:15GB	Variables	Datos	Datos Incluidos
Datos MB-Capacidad:19712	Variables	Datos	Datos Incluidos
Datos MB-Capacidad:28416	Variables	Datos	Datos Incluidos
Datos MB-Capacidad:5GB	Fijos	Datos	Smartphone
DATOS MOVILES	Fijos	Datos	Smartphone
Datos Roamiing Canada	Variables	Internacional	Roaming Datos
Datos Roaming	Variables	Varios	Equipos
Datos Roaming Aruba	Variables	Internacional	Roaming Datos
DATOS ROAMING BELGICA	Variables	Internacional	Roaming Datos
Datos Roaming Bolivia	Variables	Internacional	Roaming Datos
Datos Roaming Chile	Variables	Internacional	Roaming Datos
DATOS ROAMING COMO EN CASA	Variables	Internacional	Roaming Datos
DATOS ROAMING COMO EN CASA TER	Variables	Internacional	Roaming Datos
Datos Roaming Francia	Variables	Internacional	Roaming Datos
Datos Roaming Rep.Dominicana	Variables	Internacional	Roaming Datos
Datos sin frontera	Variables	Internacional	Roaming Datos
Datos Utilizados	Variables	Datos	Datos Excedentes
Davie Comm Srvc Tax	Impuestos	Varios	Otros
Dcto 10% con equipo 18m	Variables	Varios	Otros
Dcto CF Empresa Conectada	Fijos	Datos	Smartphone
Dcto.  19%  CF  plan  1741	Fijos	Datos	BAM
dcto.  25%  CF  plan  2132  x31  dias	Fijos	Datos	BAM
dcto.  25%  CF  plan  2136  x31  dias	Fijos	Datos	BAM
dcto.  28%  CF plan  2136  x11  dias	Fijos	Datos	Smartphone
dcto.  29%  CF  plan  2215	Fijos	Datos	Smartphone
dcto.  29%  CF  plan  2215  x16  dias	Fijos	Datos	Smartphone
dcto.  29%  CF  plan  2215  x22  dias	Fijos	Datos	Smartphone
dcto.  29%  CF  plan  2215  x23  dias	Fijos	Datos	Smartphone
dcto.  29%  CF  plan  2215  x25  dias	Fijos	Datos	Smartphone
dcto.  29%  CF  plan  2215  x6  dias	Fijos	Datos	Smartphone
dcto.  44%  CF  plan  2221	Fijos	Varios	Todo Incluido
dcto.  44%  CF  plan  2221  x10  dias	Fijos	Varios	Todo Incluido
dcto.  44%  CF  plan  2229	Fijos	Varios	Todo Incluido
dcto.  56%  CF  plan  2223  x18  dias	Fijos	Datos	Smartphone
dcto.  56%  CF  plan  2223  x28  dias	Fijos	Datos	Smartphone
dcto.  60%  CF  plan  2219	Fijos	Varios	Todo Incluido
dcto.  62%  CF  plan  2232	Fijos	Datos	Smartphone
dcto.  70%  CF  plan  2221	Fijos	Varios	Todo Incluido
dcto.  70%CF plan 221	Fijos	Datos	Smartphone
Dcto. 10% CF plan 1983	Fijos	Datos	Smartphone
Dcto. 16% CF plan 2101	Fijos	Datos	Smartphone
Dcto. 17% CF plan 2223	Fijos	Datos	Smartphone
Dcto. 18% CF plan 1978	Fijos	Datos	Smartphone
dcto. 26% CF  plan  2132 x15 dias	Fijos	Datos	Smartphone
dcto. 28% CF  plan  2136 x25 dias	Fijos	Datos	Smartphone
Dcto. 30% CF Plan 2252	Fijos	Datos	Smartphone
Dcto. 44% CF plan 2215	Fijos	Datos	Smartphone
Dcto. 45% CF plan 2179	Fijos	Datos	Smartphone
dcto. 48% CF  plan  2136 x28 dias	Fijos	Datos	Smartphone
dcto. 48% CF  plan  2136 x31 dias	Fijos	Datos	Smartphone
dcto. 48% CF  plan  2136 x7 dias	Fijos	Datos	Smartphone
Dcto. 48% CF plan 2136	Fijos	Datos	Smartphone
Dcto. 48% CF plan 2220	Fijos	Datos	Smartphone
Dcto. 5% CF plan 1982	Fijos	Datos	Smartphone
dcto. 52% CF  plan  2332	Fijos	Datos	Smartphone
dcto. 52% CF  plan  2332 x22 dias	Fijos	Datos	Smartphone
dcto. 52% CF  plan  2332 x5 dias	Fijos	Datos	Smartphone
dcto. 52% CF  plan  2332 x8 dias	Fijos	Datos	Smartphone
dcto. 52% CF plan 2132 x28 dias	Fijos	Datos	BAM
Dcto. 52% CF plan 2332	Fijos	Datos	Smartphone
dcto. 56% CF  plan  2332 x31 dias	Fijos	Datos	Smartphone
Dcto. 60% CF plan 2219	Fijos	Datos	Smartphone
Dcto. 60% CF plan 2221	Fijos	Datos	Smartphone
dcto. 62% CF  plan  2332 x13 dias	Fijos	Datos	Smartphone
Dcto. 8% CF plan 1974	Fijos	Datos	Smartphone
dcto. CF  plan  1741	Fijos	Datos	Smartphone
dcto. CF  plan  1978	Fijos	Datos	Smartphone
dcto. CF  plan  2101	Fijos	Datos	Smartphone
dcto. CF  plan  2132	Fijos	Datos	Smartphone
dcto. CF  plan  2136	Fijos	Datos	Smartphone
dcto. CF  plan  2176	Fijos	Datos	Smartphone
dcto. CF  plan  2185	Fijos	Datos	Smartphone
dcto. CF  plan  2186	Fijos	Datos	Smartphone
dcto. CF  plan  2216	Fijos	Datos	Smartphone
dcto. CF  plan  2219	Fijos	Datos	Smartphone
dcto. CF  plan  2220	Fijos	Datos	Smartphone
dcto. CF  plan  2221	Fijos	Datos	Smartphone
dcto. CF  plan  2222	Fijos	Varios	Todo Incluido
dcto. CF  plan  2223	Fijos	Datos	Smartphone
dcto. CF  plan  2224	Fijos	Datos	Smartphone
dcto. CF  plan  2228	Fijos	Datos	Smartphone
dcto. CF  plan  2232	Fijos	Datos	Smartphone
dcto. CF  plan  2332	Fijos	Datos	Smartphone
dcto. CF  plan  2335	Fijos	Datos	Smartphone
dcto. CF plan 2132	Fijos	Datos	Smartphone
dcto. CF plan 2133	Fijos	Datos	Smartphone
dcto. CF plan 2185	Fijos	Datos	Smartphone
dcto. CF plan 2217	Fijos	Datos	Smartphone
dcto. CF plan 2278	Fijos	Datos	BAM
Dcto. Indisponib.De Servicio	Variables	Varios	Otros
Dcto. Indisponib.De Servicio 1 Dia	Variables	Varios	Otros
Dcto. Indisponib.De Servicio 1 Horas	Variables	Varios	Otros
Dcto. Indisponib.De Servicio 10 Horas	Variables	Varios	Otros
Dcto. Indisponib.De Servicio 144 Horas	Variables	Varios	Otros
Dcto. Indisponib.De Servicio 2 Dias	Variables	Varios	Otros
Dcto. Indisponib.De Servicio 2 Horas	Variables	Varios	Otros
Dcto. Indisponib.De Servicio 24 Horas	Variables	Varios	Otros
Dcto. Indisponib.De Servicio 3 Horas	Variables	Varios	Otros
Dcto. Indisponib.De Servicio 4 Horas	Variables	Varios	Otros
Dcto. Indisponib.De Servicio 456 Horas	Variables	Varios	Otros
Dcto. Indisponib.De Servicio 48 Horas	Variables	Varios	Otros
Dcto. Indisponib.De Servicio 5 Horas	Variables	Varios	Otros
Dcto. Indisponib.De Servicio 6 Horas	Variables	Varios	Otros
Dcto. Indisponibilidad De Servicio(R)	Variables	Varios	Otros
DDI y Roaming Internacional	Variables	Internacional	Roaming Voz
Debito por Transferencia	Variables	Varios	Otros
Decr. 979/2017 Imp Int  7,53%	Variables	Varios	Impuestos
Deerfield Mtt	Impuestos	Varios	Otros
DEFAULT	Variables	Servicios	Otros
Dekalb County Sales Tax - Telco	Impuestos	Varios	Otros
Dem Bundle Minime Airg	Variables	Servicios	Otros
Denver City - County 911 Surcharge	Impuestos	Varios	Otros
Denver City - County Sales Tax - Telco	Impuestos	Varios	Otros
Depósito en Garantía	Variables	Varios	Otros
Depósito Garantía(Roaming+DDN)	Variables	Internacional	Roaming Voz
Derecho a reconexión del servicio	Variables	Varios	Otros
Desactivacion Identificador restringido GSM	Variables	Varios	Otros
Desactivacion Servicio Datos	Variables	Varios	Otros
Desactivacion Servicio Datos con Impoconsumo	Variables	Varios	Otros
Desbonif de equipo	Variables	Varios	Equipos
DESC 24 MESES INTERNET	Fijos	Datos	Smartphone
DESC 24 MESES INTERNET R$ 85	Fijos	Datos	Smartphone
DESC Interrup VIVO Movel	Variables	Varios	Otros
Desc. Cambio De Numero	Variables	Varios	Otros
Desc. Cambio de Plan x 12meses	Variables	Varios	Otros
Desc. Cambio de Plan x 6 meses	Fijos	Varios	Otros
Desc. Cambio de Plan x 6meses	Variables	Varios	Otros
Desc. Cambio Plan por 12 meses	Fijos	Varios	Otros
Desc. Smart SIM Navega+ %	Variables	Varios	Otros
Descarga  de  Videos	Variables	Servicios	Otros
Descarga de Contenidos	Variables	Servicios	Otros
Descarga de Contenidos - Bs Radio Espace	Variables	Servicios	Otros
Descarga de Contenidos - Login/Logout Simessenger	Variables	Servicios	Otros
Descarga de Contenidos - SMS Gemalto	Variables	Servicios	SMS Excedentes
Descarga de Contenidos - SMS SC888056 TIWS	Variables	Servicios	Otros
Descarga de Contenidos - SMS SC888058 TIWS	Variables	Servicios	Otros
Descarga de Videos	Variables	Servicios	Otros
Descarga Juego Gameloft	Variables	Servicios	Otros
Descargas del Portal Wap	Variables	Servicios	Otros
Descomplica ENEM INTERATIVIDADE SMS	Variables	Servicios	Otros
Descomplica semanal INTERATIVIDADE SMS	Variables	Servicios	Otros
Desconto	Variables	Varios	Otros
DESCONTO 12MESES INTERNET	Fijos	Datos	Smartphone
DESCONTO 12MESES INTERNET R$40	Fijos	Datos	Smartphone
DESCONTO 12MESES INTERNET R$60	Fijos	Datos	Smartphone
DESCONTO 24MESES INTERNET	Fijos	Datos	Smartphone
Desconto COBRANCA INDEVIDA	Variables	Varios	Otros
Desconto Plano Claro Max 2.0	Fijos	Varios	Todo Incluido
Descontos Promociones	Variables	Varios	Otros
Descripcion	Variables	Varios	Otros
Descto Promo.Antiguedad Base	Variables	Varios	Equipos
Descuento	Variables	Varios	Otros
Descuento 25% - Office 365	Fijos	Varios	MDM
Descuento 30%	Fijos	Varios	Todo Incluido
Descuento 50% x 12 m corp	Fijos	Datos	Smartphone
Descuento 60% América y Aeropa	Fijos	Voz	Internacional
Descuento 60% Paises Limitrofres	Fijos	Voz	Internacional
Descuento 60% Roam America	Fijos	Voz	Internacional
Descuento 60% Roam América	Fijos	Voz	Internacional
Descuento 60% Roam Mundo Emp.	Fijos	Voz	Internacional
Descuento 60% Roam. Limitrofes	Variables	Internacional	Roaming Datos
Descuento 60% Roaming	Variables	Internacional	Roaming Voz
Descuento 60% Roaming America	Variables	Internacional	Roaming Voz
Descuento 60% Roaming América y Europa	Fijos	Voz	Internacional
Descuento 60% Roaming Limitrofes	Variables	Internacional	Roaming Voz
Descuento 60% sobre Plan 2do salto 11M	Fijos	Varios	Otros
Descuento 60% x 12 en alta	Fijos	Datos	Smartphone
Descuento 60% x 12 en cambio	Fijos	Datos	Smartphone
Descuento 60% x 12 meses	Fijos	Varios	Otros
Descuento 60% x 6	Fijos	Varios	Otros
Descuento 65% x 6	Fijos	Voz	Nacional
Descuento 65% x 6 meses	Fijos	Varios	Todo Incluido
Descuento 70% x 12 meses	Fijos	Varios	Otros
Descuento 70% x 12 meses cbio	Fijos	Varios	Otros
Descuento 70% x 6	Fijos	Varios	Otros
Descuento 75 % x 6	Fijos	Varios	Todo Incluido
Descuento a la Medida de Datos	Fijos	Datos	Smartphone
Descuento a la Medida de Voz	Fijos	Voz	Nacional
Descuento abono 50%	Fijos	Varios	Todo Incluido
Descuento Abono Comercial	Fijos	Varios	Todo Incluido
Descuento Accesorios 50%	Variables	Varios	Equipos
Descuento acuerdo selectivo	Fijos	Varios	Todo Incluido
Descuento Aplicaciones Digital	Fijos	Varios	MDM
Descuento Aplicaciones Digitales 10%	Fijos	Varios	MDM
Descuento Aplicaciones Digitales 18%	Fijos	Varios	MDM
Descuento Aplicaciones Digitales 19%	Fijos	Varios	MDM
Descuento aplicaciones digitales 20%	Fijos	Varios	MDM
Descuento Aplicaciones Digitales 34%	Fijos	Varios	MDM
descuento aplicaciones digitales 62%	Fijos	Varios	MDM
Descuento Cargo Fijo	Fijos	Varios	Otros
Descuento CFM Bundle Empresas	Fijos	Varios	Otros
Descuento cobro LDI	Fijos	Varios	Otros
Descuento combinado	Fijos	Varios	Todo Incluido
Descuento Conexión Total Premium 4XL	Fijos	Varios	Todo Incluido
Descuento Consumos	Variables	Plan	Voz Incluido
Descuento de Abono	Fijos	Varios	Todo Incluido
Descuento de Abono 30% x 12 meses	Fijos	Voz	Nacional
Descuento de Abono 50% x 12 meses	Fijos	Voz	Nacional
Descuento de Abono 50% x 24 meses	Fijos	Voz	Nacional
Descuento del 20% x 12 meses	Fijos	Varios	Todo Incluido
Descuento en Renta	Fijos	Varios	Otros
Descuento Equipo 10%	Variables	Varios	Equipos
Descuento Equipo 15%	Variables	Varios	Equipos
Descuento Equipo 20%	Variables	Varios	Equipos
Descuento Equipo 25%	Variables	Varios	Equipos
Descuento Equipo 30%	Variables	Varios	Equipos
Descuento Equipo 40%	Variables	Varios	Equipos
Descuento Internet	Fijos	Datos	Smartphone
Descuento IVA acuerdo selectivo	Impuestos	IVA	IVA
Descuento Líneas Adicionales	Fijos	Varios	Otros
Descuento llamadas 15% x 4 meses	Fijos	Varios	Otros
Descuento Microsoft	Fijos	Varios	Otros
Descuento Motorola XT2231-5	Variables	Varios	Equipos
Descuento Multiproducto	Fijos	Varios	MDM
Descuento Multiservicio	Variables	Varios	Equipos
Descuento paquete Internet 30% x 12 meses	Fijos	Datos	Smartphone
Descuento paquete Internet 50% x 12 meses	Fijos	Datos	Smartphone
Descuento Paquete internet 50% x 24 meses	Fijos	Datos	Smartphone
Descuento paquete servicio SMS	Fijos	Varios	Nacional SMS
Descuento paquete servicio SMS 50% x 24 meses	Fijos	Varios	Nacional SMS
Descuento paquete SMS 30% x 12 meses	Fijos	Varios	Nacional SMS
Descuento paquete SMS 50% x 12 meses	Fijos	Varios	Nacional SMS
Descuento Paquete SMS 50% x 24 meses	Fijos	Varios	Nacional SMS
Descuento Plan Internet 500MB	Fijos	Datos	BAM
Descuento Plan Internet 50GB	Fijos	Datos	BAM
Descuento Plan Internet 5GB	Fijos	Datos	BAM
Descuento Plan Internet 8GB	Fijos	Datos	BAM
Descuento por caso - 65753362	Fijos	Varios	Otros
Descuento por Descuento Paquete Corp .%	Fijos	Datos	Smartphone
Descuento por Descuento Paquete Datos Esp .%	Fijos	Datos	Smartphone
Descuento por Descuento Plan AVL Corp 20%	Fijos	Varios	Otros
Descuento por Descuento Vta Nueva Fin de Mes	Fijos	Varios	Otros
Descuento por Descuentoc Paquete Datos Esp .%	Fijos	Datos	Smartphone
Descuento Promocionales	Variables	Varios	Equipos
Descuento Retencion de 2000 por Siempre	Fijos	Varios	Otros
Descuento según plan	Variables	Datos	Datos Excedentes
Descuento Servicio Smart Radio	Fijos	Voz	Nacional
Descuento SMS 50% x 24 meses	Fijos	Varios	Nacional SMS
Descuento sobre Aplicaciones Digitales	Fijos	Varios	MDM
Descuento sobre Plan	Fijos	Varios	Todo Incluido
Descuento Telefonia	Fijos	Voz	Nacional
Descuento Voz 60% Limitrofe y USA	Variables	Internacional	Roaming Voz
Descuento Voz 60% Limitrofes y USA	Fijos	Voz	Internacional
Descuentos	Fijos	Varios	Otros
Descuentos - Ago 08Desc	Variables	Excedente	Voz Aire
Descuentos Abonos	Fijos	Varios	Todo Incluido
Descuentos Por Volumen Larga Distancia	Variables	Excedente	Voz Aire
Descuentos-NA	Variables	Servicios	Otros
DESLOCAMENTO2	Variables	Plan	Voz Incluido
Despertador Para Celulares Vivo	Variables	Servicios	Otros
Detail Billing	Fijos	Varios	Otros
Detalle de factura y servicios	Fijos	Varios	Otros
Detalle de llamadas	Fijos	Varios	Otros
DETALLE DE LLAMADAS EMPRESAS 4G	Fijos	Varios	Otros
Detalle de Llamadas Web	Fijos	Varios	Perfiles
Detalle de voz	Fijos	Varios	Otros
Detalle electrónico	Fijos	Varios	Otros
Detalle Servicio Valor Agregado	Variables	Varios	Otros
DETRAN GRATIS	Variables	Servicios	Otros
Deuda Factura de Venta	Variables	Varios	Equipos
Dev. per. ant. Plan Control Empresas 1GB	Fijos	Varios	Todo Incluido
Dev. per. ant. Plan Internet 12GB	Fijos	Datos	BAM
Dev. per. ant. Plan Libre Empresas 5GB	Fijos	Varios	Todo Incluido
Dev. per.ant. Conexión Total Premium 2XL	Fijos	Varios	Todo Incluido
Dev. per.ant. Conexión Total Premium 4XL	Fijos	Varios	Todo Incluido
Dev. per.ant. Plan Libre Empresas 12GB	Fijos	Varios	Todo Incluido
Dev. per.ant. Plan Libre Empresas 15GB	Fijos	Varios	Todo Incluido
Dev. por interrupción	Variables	Varios	Otros
Device Payment Agreement	Variables	Varios	Equipos
Device Payment Buyout	Variables	Varios	Equipos
Device Promotional Credit	Variables	Varios	Equipos
Devoluc servicios Google	Variables	Varios	Otros
Devolucion de Claro Video	Variables	Servicios	Otros
Devolucion de Mensajes de Texto	Variables	Servicios	Otros
Devolucion de Mensajes de Texto IVA	Impuestos	IVA	IVA
devolucion de servicio datos con impoconsumo	Fijos	Datos	Smartphone
Devolucion Descuento de Garantia	Variables	Varios	Equipos
Devolucion Franquicia Assurant Individuos	Variables	Varios	Equipos
DEVOLUCION SALDO PREPAGO	Variables	Varios	Otros
Devolucion Servicio Telefonia GSM	Fijos	Voz	Nacional
Devolucion Servicios Datos	Fijos	Datos	Smartphone
Devolución de Internet - WAP	Fijos	Datos	Smartphone
Devolución diferencia interés - Expediente 2343	Variables	Varios	Otros
Devolución Pago Doble	Variables	Varios	Otros
Devolución por interrupción	Variables	Varios	Otros
Devolución prorrateo multa	Variables	Varios	Otros
Devolución Saldo Prepago	Variables	Varios	Otros
Débitos Anteriores	Variables	Varios	Otros
Débitos Anteriores Ref. 02/2019	Variables	Varios	Otros
Débitos Anteriores Ref. 02/2020	Variables	Varios	Otros
Débitos Anteriores Ref. 03/2019	Variables	Varios	Otros
Débitos Anteriores Ref. 03/2020	Variables	Varios	Otros
Débitos Anteriores Ref. 04/2020	Variables	Varios	Otros
Débitos Anteriores Ref. 07/2019	Variables	Varios	Otros
Débitos Anteriores Ref. 09/2019	Variables	Varios	Otros
Débitos Anteriores Ref. 10/2019	Variables	Varios	Otros
Débitos Anteriores Ref. 11/2018	Variables	Varios	Otros
Débitos Anteriores Ref. 11/2019	Variables	Varios	Otros
Débitos Anteriores Ref. 12/2018	Variables	Varios	Otros
Dia Diario Uso Roaming America	Variables	Internacional	Roaming Datos
Dia Diario Uso Roaming Europa	Variables	Internacional	Roaming Datos
DIARIA DFLT DL INC Diaria Vivo Travel M	Variables	Internacional	Roaming Voz
Diaria Vivo Travel	Fijos	Voz	Internacional
Diaria Vivo Travel INC A	Variables	Internacional	Roaming Voz
Diaria Vivo Travel INC E	Variables	Internacional	Roaming Voz
Diaria Vivo Travel M	Variables	Internacional	Roaming Voz
Diferencia de Equipos o accesorios	Variables	Varios	Equipos
Diferencia de Minimo Facturable	Variables	Varios	Otros
Diferencia Minimo Facturable	Variables	Varios	Otros
Diferencias Facturación	Variables	Varios	Otros
Digital - PCS	Variables	Varios	Otros
digitales_pobuca	Fijos	Varios	MDM
Direct Connect	Fijos	Voz	Nacional
Directory Assistance	Fijos	Varios	Otros
Directory assistance  call at  per call	Variables	Varios	Otros
Directory assistance call at per call	Variables	Varios	Otros
Discount for Mobile Select Savings	Fijos	Varios	Otros
Discount Smartphone	Fijos	Varios	Otros
Discount_20%_for_CSB_Migra_RC	Fijos	Varios	Otros
Discount_55%_for_CSB_Migra_RC	Fijos	Varios	Otros
Disney+ C/O TWDCSA30639844591	Variables	Servicios	Otros
Diversos (Creditos y Debitos)	Variables	Varios	Otros
Doble Comercial 5Mbps	Fijos	Datos	BAM
Doral City Comm Srvc Tax	Impuestos	Varios	Otros
Downloads	Variables	Servicios	Otros
Dscto Zona Afectada	Variables	Varios	Otros
Dscto Zona Afectada M.	Variables	Varios	Otros
Dscto Zona Afectada M. 1 dias	Variables	Varios	Otros
Dscto.  Multimedia  (932629953)	Variables	Varios	Equipos
Dscto.  Multimedia  (932629954)	Variables	Varios	Equipos
Dscto.  Multimedia  (932629955)	Variables	Varios	Equipos
Dscto.  Multimedia  (932629956)	Variables	Varios	Equipos
Dscto.  Multimedia  (932629957)	Variables	Varios	Equipos
Dscto.  Multimedia  (932629958)	Variables	Varios	Equipos
Dscto.  Multimedia  (932629959)	Variables	Varios	Equipos
Dscto.  Multimedia  (932671210)	Variables	Varios	Equipos
Dscto.  Multimedia  (932693768)	Variables	Varios	Equipos
Dscto.  Multimedia  (933702633)	Variables	Varios	Equipos
Dscto.  Multimedia  (933706135)	Variables	Varios	Equipos
Dscto.  Multimedia  (933776298)	Variables	Varios	Equipos
Dscto.  Multimedia  (933783355)	Variables	Varios	Equipos
Dscto.  Multimedia  (933812152)	Variables	Varios	Equipos
Dscto.  Multimedia  (933817238)	Variables	Varios	Equipos
Dscto.  Multimedia  (933848032)	Variables	Varios	Equipos
Dscto.  Multimedia  (938685752)	Variables	Varios	Equipos
Dscto.  Multimedia  (938685759)	Variables	Varios	Equipos
Dscto.  Multimedia  (939317088)	Variables	Varios	Equipos
Dscto.  Multimedia  (939318380)	Variables	Varios	Equipos
Dscto.  Multimedia  (939318381)	Variables	Varios	Equipos
Dscto.  Multimedia  (939318382)	Variables	Varios	Equipos
Dscto.  Multimedia  (939318383)	Variables	Varios	Equipos
Dscto.  Multimedia  (939318384)	Variables	Varios	Equipos
Dscto.  Multimedia  (939458645)	Variables	Varios	Equipos
Dscto.  Multimedia  (939458677)	Variables	Varios	Equipos
Dscto.  Multimedia  (944259622)	Variables	Varios	Equipos
Dscto.  Multimedia  (944434885)	Variables	Varios	Equipos
Dscto.  Multimedia  (944569483)	Variables	Varios	Equipos
Dscto.  Multimedia  (944621183)	Variables	Varios	Equipos
Dscto.  Multimedia  (944737719)	Variables	Varios	Equipos
Dscto.  Multimedia  (956387508)	Variables	Varios	Equipos
Dscto.  Multimedia  (956580285)	Variables	Varios	Equipos
Dscto.  Multimedia  (956580788)	Variables	Varios	Equipos
Dscto.  Multimedia  (966889575)	Variables	Varios	Equipos
Dscto.  Multimedia  (975874635)	Variables	Varios	Equipos
Dscto.  Multimedia  (976686230)	Variables	Varios	Equipos
Dscto.  Multimedia  (977597077)	Variables	Varios	Equipos
Dscto.  Multimedia  (977640209)	Variables	Varios	Equipos
Dscto.  Multimedia  (977647022)	Variables	Varios	Equipos
Dscto.  Multimedia  (977654758)	Variables	Varios	Equipos
Dscto.  Multimedia  (979863773)	Variables	Varios	Equipos
Dscto.  Multimedia  (982338608)	Variables	Varios	Equipos
Dscto.  Multimedia  (982943107)	Variables	Varios	Equipos
Dscto.  Multimedia  (988290954)	Variables	Varios	Equipos
Dscto.  Multimedia  (993599170)	Variables	Varios	Equipos
Dscto. indisponib. de Servicio Voz/Datos	Variables	Varios	Otros
Dscto. Multimedia	Variables	Varios	Equipos
Dto 100% sobre el Plan Corpo	Fijos	Varios	Otros
Dto 50% sobre el Plan Corpo	Fijos	Varios	Otros
Dto Fide Optima Plus	Variables	Varios	Otros
Dto. Convergente SAF	Variables	Varios	Otros
Dual Party Relay Charge	Impuestos	Varios	Otros
E - GIS & Tech Fund	Impuestos	Varios	Otros
E-911 GIS & Tech Fund	Variables	Varios	Impuestos
Early Cancellation Payment	Variables	Varios	Otros
Early Termination Fee	Variables	Varios	Otros
Early Upgrade Fee	Variables	Varios	Otros
Edinburg City Sales Tax	Impuestos	Varios	Otros
Edinburg Sales Tax-Telecom	Impuestos	Varios	Otros
Effect Of Kenmore City Tax	Impuestos	Varios	Otros
Effect Of Seattle City Tax	Impuestos	Varios	Otros
Effingham County E	Variables	Varios	Impuestos
Ego INTERATIVIDADE SMS	Variables	Servicios	Otros
ELE NTG NIGHTHAWK	Variables	Varios	Equipos
ELE NTG NIGHTHAWK MR1100 GRY N097-Y-1010391	Variables	Varios	Equipos
email marketing premium	Fijos	Varios	Otros
Email marketing premium Pack 10.000	Fijos	Varios	Otros
Emergency Service Charge	Impuestos	Varios	Otros
EMM + MTP	Fijos	Varios	MDM
Emp  Conectada  PRO  18GB	Fijos	Varios	Todo Incluido
Emp  Conectada  Ultra	Fijos	Voz	Nacional
Emp Conectada PRO 2053 (25 GB)	Fijos	Varios	Todo Incluido
Emp plus 4gb	Fijos	Varios	Todo Incluido
Emp.50DFM2M	Fijos	Varios	Otros
Emp.5BM2M	Fijos	Varios	Otros
Empresa 104.90	Fijos	Varios	Otros
Empresa 110.50 R	Fijos	Varios	Otros
Empresa 114.50	Fijos	Varios	Otros
Empresa Plus 109.50	Fijos	Varios	Otros
Empresa Plus 109.90	Fijos	Varios	Otros
Empresa Plus 152.40	Fijos	Varios	Otros
Empresa Plus 2.0 119.9	Fijos	Varios	Otros
Empresa Plus 2.0 95.9	Fijos	Varios	Otros
Empresa Plus 2.0 99.9	Fijos	Varios	Otros
Empresa Plus 2.0 99.9 IN	Fijos	Varios	Otros
Empresa Plus 38.50	Fijos	Varios	Otros
Empresa plus 39.90	Fijos	Varios	Otros
Empresa Plus 41.90 B	Fijos	Varios	Otros
Empresa Plus 45.90 B	Fijos	Varios	Otros
Empresa Plus 500	Fijos	Datos	Smartphone
Empresa Plus 54.90	Fijos	Varios	Otros
Empresa Plus 55.90	Fijos	Varios	Otros
Empresa Plus 55.90 B	Fijos	Varios	Otros
Empresa Plus 59.90	Fijos	Varios	Otros
Empresa Plus 60.50	Fijos	Varios	Otros
Empresa Plus 63.90	Fijos	Varios	Otros
Empresa Plus 65	Fijos	Varios	Otros
Empresa Plus 95.90	Fijos	Varios	Otros
Empresa Plus 99.90	Fijos	Varios	Otros
Empresa Power 114.50	Fijos	Varios	Otros
Empresa+ 100.5	Fijos	Varios	Otros
Empresas	Fijos	Varios	Todo Incluido
EMPRESAS 100 MIN RCM CLR	Fijos	Voz	Nacional
Empresas 16gb	Fijos	Varios	Todo Incluido
EMPRESAS 500 MIN RCM CLR	Fijos	Voz	Nacional
Empresas Conexión Control M (IVA 21)	Fijos	Varios	Todo Incluido
Empresas Conexión Control M (IVA 27)	Fijos	Varios	Todo Incluido
Empresas Conexión Control M 3GB	Fijos	Varios	Todo Incluido
Empresas Conexión Control S	Fijos	Varios	Todo Incluido
Empresas Conexión Control XS	Fijos	Varios	Todo Incluido
