CargoOK	IdCargo	IdTipo	IdTipo2
Servicio de Larga distancia	Fijos	Voz	Internacional
Cargo por Facturación	Fijos	Voz	Internacional
PQM_INT_Light	Fijos	Voz	Internacional
Servicio de Larga distancia	Fijos	Voz	Internacional
ND Datos DB	Fijos	Datos	Smartphone
Datos 12 GB	Fijos	Datos	Smartphone
Voz Todo Destino	Fijos	Voz	Nacional
Planes y Paquetes-	Fijos	Varios	Otros
PAQ 100 Min INCL	Fijos	Voz	Nacional
Abono Viajero América 12GB	Fijos	Voz	Internacional
Internet 10000 MB	Fijos	Datos	BAM
Paquete 1500 SMS INCL	Fijos	Varios	Nacional SMS
Paquete 300 MB	Fijos	Datos	Smartphone
Previsionada	Fijos	Varios	Otros
Business Unlimited Tablet	Fijos	Datos	BAM
Flexible Business Data Device 10gb	Fijos	Datos	BAM
Flexible Business Smartphone 2 GB	Fijos	Varios	Todo Incluido
Flexible Business Smartphone 2 GB	Fijos	Varios	Todo Incluido
Flexible Business Smartphone 2 GB	Fijos	Varios	Todo Incluido
Flexible Business Smartphone 2 GB	Fijos	Varios	Todo Incluido
Flexible Business Smartphone 2 GB	Fijos	Varios	Todo Incluido
Mobile Protection-Asurion	Fijos	Varios	Garantias
Mobile Protection-Asurion	Fijos	Varios	Garantias
TRAVELPASS	Fijos	Datos	Internacional
TRAVELPASS	Fijos	Datos	Internacional
TRAVELPASS	Fijos	Datos	Internacional
Bonificación Plan	Fijos	Varios	Todo Incluido
PACOTE ADICIONAL 1GB 4G PJ COMP	Fijos	Datos	Smartphone
VIVO AVISA EMPRESAS	Fijos	Varios	Todo Incluido
Comunidad 20 GB con Antivirus	Fijos	Varios	Todo Incluido
Bonificación Plan	Fijos	Varios	Todo Incluido
Bonificación Plan	Fijos	Varios	Todo Incluido
Cargo  Fijo  Plan  2132  BAM  Empresas  Plus  35  GB	Fijos	Varios	Todo Incluido
dcto.  60%  CF  plan  2219	Fijos	Varios	Todo Incluido
dcto.  60%  CF  plan  2219	Fijos	Varios	Todo Incluido
dcto.  60%  CF  plan  2219	Fijos	Varios	Todo Incluido
dcto.  70%  CF  plan  2221	Fijos	Varios	Todo Incluido
dcto.  70%  CF  plan  2221	Fijos	Varios	Todo Incluido
dcto.  70%  CF  plan  2221	Fijos	Varios	Todo Incluido
dcto.  70%  CF  plan  2221	Fijos	Varios	Todo Incluido
dcto.  70%  CF  plan  2221	Fijos	Varios	Todo Incluido
dcto.  70%  CF  plan  2221	Fijos	Varios	Todo Incluido
Comunidad 15GB con Antivirus	Fijos	Varios	Todo Incluido
Planes Postpago Voz Segundos	Fijos	Voz	Nacional
M2M19	Fijos	Varios	Otros
Cargo  Fijo  Plan  1741  BAM  Pro  120  GB  Corp	Fijos	Datos	BAM
Cargo  Fijo  Plan  2101  CORP  MAS  SE  HD	Fijos	Datos	Smartphone
Cargo  Fijo  Plan  2101  CORP  MAS  SE  HD	Fijos	Datos	Smartphone
Cargo  Fijo  Plan  2101  CORP  MAS  SE  HD	Fijos	Datos	Smartphone
Cargo Fijo Plan 2098 CORP MAS SE 20GB	Fijos	Varios	Todo Incluido
Cargo Fijo Plan 2098 CORP MAS SE 20GB	Fijos	Varios	Todo Incluido
Cargo  Fijo  Plan  1741  BAM  Pro  120  GB  Corp	Fijos	Datos	BAM
Credito a Facturacion	Fijos	Varios	Otros
Datos 20 GB	Fijos	Datos	Smartphone
Cambio de modalidad de abono	Fijos	Varios	Otros
BAM18 - Plan Internet móvil 5GB	Fijos	Datos	BAM
Planes y Paquetes-TELCEL MAX SIN LIMITE 6000C 4G	Fijos	Varios	Todo Incluido
Cargo Fijo Vpn	Fijos	Varios	Perfiles
Servicios Adicionales-Bolsas Movistar	Fijos	Varios	Otros
Passaporte Mundo - 10 GB	Fijos	Datos	Internacional
PJ Cloud 10GB Individual	Fijos	Datos	Smartphone
Plano Claro Max 2.0	Fijos	Varios	Todo Incluido
Credito a Facturacion	Fijos	Varios	Otros
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Servicio LTE PCRF	Fijos	Datos	Smartphone
Empresa Plus 65	Fijos	Varios	Otros
PLBAS	Fijos	Varios	Todo Incluido
Pack 3000 Minutos a otras compañías	Fijos	Varios	Todo Incluido
Paquete SMS ilimitados	Fijos	Varios	Nacional SMS
ACI79	Fijos	Varios	Todo Incluido
Plan Empresa L  ARR	Fijos	Varios	Todo Incluido
Plan Empresa S ARR	Fijos	Varios	Todo Incluido
Conectividad M2M 25MB	Fijos	Datos	Smartphone
Conectividad M2M 25MB	Fijos	Datos	Smartphone
Cargo fijo	Fijos	Varios	Todo Incluido
Cargo  Fijo  Plan  1741  BAM  Pro  120  GB  Corp	Fijos	Datos	BAM
Cargo  Fijo  Plan  2131  BAM  Empresas  Plus  20  GB	Fijos	Datos	BAM
Plan  2176  Corp  Pro  Voz  Libre  SE	Fijos	Varios	Todo Incluido
Dcto. 45% CF plan 2179	Fijos	Datos	Smartphone
Cargo  Fijo  Plan  2219  Corp  Pro  Voz  Libre	Fijos	Varios	Todo Incluido
dcto.  70%CF plan 221	Fijos	Datos	Smartphone
dcto.  70%CF plan 221	Fijos	Datos	Smartphone
dcto.  70%CF plan 221	Fijos	Datos	Smartphone
dcto.  70%CF plan 221	Fijos	Datos	Smartphone
OCC - Deducible de seguro	Fijos	Varios	Garantias
Paq. Internet Móvil Limitados	Fijos	Datos	Smartphone
Bolsa De Internet 850 Mb	Fijos	Datos	Smartphone
Bonif. Act. Múltiple Packs Roaming	Fijos	Voz	Internacional
MDM BASICO	Fijos	Varios	MDM
EMM + MTP	Fijos	Varios	MDM
Flexible Business Smartphone 2 GB	Fijos	Varios	Todo Incluido
Mobile Protection-Asurion	Fijos	Varios	Garantias
Mobile Protection-Asurion	Fijos	Varios	Garantias
Mobile Protection-Asurion	Fijos	Varios	Garantias
Abono Control Empresas y Negocios 1GB	Fijos	Varios	Todo Incluido
Abono Control Empresas y Negocios 2GB	Fijos	Datos	Smartphone
BAM40 5 GB Internet	Fijos	Datos	BAM
BAM41 10 GB Internet	Fijos	Datos	BAM
CF Internet Movil Pyme	Fijos	Datos	BAM
Paquete Mensual 50 SMS Comcel 987	Fijos	Varios	Nacional SMS
Seguro Comunidad Comcel	Fijos	Varios	Garantias
Empresa 104.90	Fijos	Varios	Otros
Empresa 114.50	Fijos	Varios	Otros
Empresa Plus 109.90	Fijos	Varios	Otros
Empresa plus 39.90	Fijos	Varios	Otros
Cargo fijo llamada sin cargo	Fijos	Voz	Nacional
Terabox multidispositivo	Fijos	Varios	Otros
Vivo Travel Mensal Mundo	Fijos	Voz	Internacional
ACI78	Fijos	Varios	Todo Incluido
Monthly Recurring Charges	Fijos	Varios	Todo Incluido
VIVO BIS	Fijos	Datos	Smartphone
Vivo Travel Mensal Mundo D	Fijos	Voz	Internacional
Installmnt Plan Reestablished ID	Fijos	Varios	Otros
Rate Plan Mobile Select Cust GB Pool Smrtph G LTE VVM	Fijos	Varios	Todo Incluido
Rate Plan Mobile Select Cust GB Pool Smrtph G LTE VVM	Fijos	Varios	Todo Incluido
MPC18 - 1 GB	Fijos	Varios	Todo Incluido
Pack 1 GB Internet	Fijos	Datos	Smartphone
Pack 10000 SMS a todo destino	Fijos	Varios	Nacional SMS
Pack 10000 SMS a todo destino - Proporcional	Fijos	Varios	Nacional SMS
Abono Control Empresas	Fijos	Voz	Nacional
TARIFA BASICA-Mensualidad PBX	Fijos	Varios	Todo Incluido
PE06C - 1 GB - Control	Fijos	Varios	Todo Incluido
INTERNET MOVIL 1500 MB	Fijos	Datos	Smartphone
INTERNET MOVIL 3000 MB	Fijos	Datos	Smartphone
INTERNET MOVIL 4000 MB	Fijos	Datos	Smartphone
INTERNET MOVIL 6000 MB	Fijos	Datos	BAM
PAQ 350MIN EMP	Fijos	Voz	Nacional
PAQ 50 MIN LDI	Fijos	Voz	Internacional
PAQ 550 MIN EMP	Fijos	Voz	Internacional
PE71R - 3GB - Control	Fijos	Varios	Todo Incluido
Cargos de comunicación	Fijos	Varios	Todo Incluido
Abono mensual	Fijos	Varios	Todo Incluido
Descuento acuerdo selectivo	Fijos	Varios	Todo Incluido
Servicio de Comunicación puro	Fijos	Varios	Todo Incluido
Descuento combinado	Fijos	Varios	Todo Incluido
Tarifa de U + Internet	Fijos	Varios	Todo Incluido
Tarifa del telefono	Fijos	Varios	Todo Incluido
Tarifa U + TV	Fijos	Varios	Todo Incluido
Internet Móvil (IP Fija)	Fijos	Datos	BAM
Business Unlimited Smartphone	Fijos	Varios	Todo Incluido
Flex Smartwatch Numbershare	Fijos	Varios	Perfiles
Flexible Business Smartphone 2 GB	Fijos	Varios	Todo Incluido
Flexible Business Smartphone 2 GB	Fijos	Varios	Todo Incluido
Flexible Business Smartphone 2 GB	Fijos	Varios	Todo Incluido
Flexible Business Smartphone 2 GB	Fijos	Varios	Todo Incluido
Flexible Business Smartphone 4gb	Fijos	Varios	Todo Incluido
Flexible Business Smartphone 6 gb	Fijos	Varios	Todo Incluido
Flexible Business Smartphone 6 gb	Fijos	Varios	Todo Incluido
NEW CALLING PLAN unlimited	Fijos	Varios	Otros
OLD CALLING PLAN unlimited	Fijos	Varios	Otros
TRAVELPASS - Sweden	Fijos	Datos	Internacional
TRAVELPASS - Turks and Caicos	Fijos	Datos	Internacional
Mobile Protection-Asurion	Fijos	Varios	Garantias
Mobile Protection-Asurion	Fijos	Varios	Garantias
Ilimitada + 30GB	Fijos	Varios	Todo Incluido
Plan 5GB Plus.	Fijos	Datos	BAM
PE72R 5 GB Internet	Fijos	Datos	Smartphone
PE73C  8GB - Libre	Fijos	Varios	Todo Incluido
Plan 5GB Plus.	Fijos	Datos	BAM
MTP CheckPoint	Fijos	Varios	MDM
MTP CheckPoint	Fijos	Varios	MDM
INTERNET BOX 20 GB EMP 4G	Fijos	Datos	BAM
VIVO TRAVEL America D	Fijos	Voz	Internacional
VIVO TRAVEL Europa D	Fijos	Voz	Internacional
Plan 3GB Plus	Fijos	Datos	Smartphone
Claro Life Ilimitado 5GB	Fijos	Datos	Smartphone
Bloqueo de Contenidos	Fijos	Varios	Perfiles
Pulsos locales sin cargo	Fijos	Voz	Nacional
Bonificación Plan	Fijos	Varios	Todo Incluido
Ajuste por Valor Abono Mensual	Fijos	Varios	Otros
Gastos Administrativos	Fijos	Varios	Otros
Plan 8GB Standard	Fijos	Datos	BAM
Plan 8GB Standard	Fijos	Datos	BAM
Bonificación Internet	Fijos	Datos	Smartphone
Bonificación Llamadas	Fijos	Voz	Nacional
Bonificación Plan	Fijos	Varios	Todo Incluido
Bonificación Plan	Fijos	Varios	Todo Incluido
Bonificación Plan	Fijos	Varios	Todo Incluido
Bonificación Roaming	Fijos	Voz	Internacional
Bonificación Plan	Fijos	Varios	Todo Incluido
Internet 300 MB	Fijos	Datos	BAM
CN63C Plan	Fijos	Varios	Todo Incluido
CN65C - 20GB - Libre	Fijos	Varios	Todo Incluido
Internet 300 MB	Fijos	Datos	BAM
Proporcional Internet 300 MB	Fijos	Datos	BAM
TELCP - Plan Telefonia Fija	Fijos	Voz	Nacional
Cargo  Fijo  Plan  2232  Corp  Pro  MM  20  GB  SE	Fijos	Datos	BAM
Plan  2176  Corp  Pro  Voz  Libre  SE	Fijos	Varios	Todo Incluido
Cargo  Fijo  Plan  2219  Corp  Pro  Voz  Libre	Fijos	Varios	Todo Incluido
dcto.  62%  CF  plan  2232	Fijos	Datos	Smartphone
dcto.  62%  CF  plan  2232	Fijos	Datos	Smartphone
dcto.  62%  CF  plan  2232	Fijos	Datos	Smartphone
dcto.  62%  CF  plan  2232	Fijos	Datos	Smartphone
dcto.  70%  CF  plan  2221	Fijos	Datos	Smartphone
dcto.  70%  CF  plan  2221	Fijos	Datos	Smartphone
dcto.  70%  CF  plan  2221	Fijos	Datos	Smartphone
dcto.  70%  CF  plan  2221	Fijos	Datos	Smartphone
dcto.  70%  CF  plan  2221	Fijos	Datos	Smartphone
dcto.  70%  CF  plan  2221	Fijos	Datos	Smartphone
25 GB Internet	Fijos	Datos	Smartphone
PE75C - 25GB - Libre	Fijos	Varios	Todo Incluido
Proporcional 25 GB Internet	Fijos	Datos	Smartphone
ACI80 - Control	Fijos	Varios	Todo Incluido
ACI82 - Control	Fijos	Varios	Todo Incluido
Asistencia Claro	Fijos	Varios	Perfiles
Paquete Mensual 50 SMS Claro	Fijos	Varios	Nacional SMS
ACI81	Fijos	Varios	Todo Incluido
PE74R - 15GB - Control	Fijos	Varios	Todo Incluido
Bonificación Plan	Fijos	Varios	Todo Incluido
Paquete 10 GB Navegación	Fijos	Datos	Smartphone
Bonificación Plan	Fijos	Varios	Todo Incluido
Plan 12GB. Black	Fijos	Varios	Todo Incluido
AT&T World Traveler	Fijos	Voz	Internacional
Business Nation Unlimited	Fijos	Varios	Todo Incluido
Data Plan with  Unlimited Int for Iphone	Fijos	Varios	Todo Incluido
International Roaming Block	Fijos	Varios	Perfiles
Messaging Unlimited	Fijos	Varios	Nacional SMS
Mobile Insurance Premium	Fijos	Varios	Garantias
Protect Advantage Insurance for Business for  Premium	Fijos	Varios	Garantias
Protect for Business for Fee	Fijos	Varios	Garantias
Plan 12GB Black	Fijos	Varios	Todo Incluido
Plan 4GB Standard	Fijos	Datos	BAM
Plan 12GB Black	Fijos	Varios	Todo Incluido
Plan 4GB Standard	Fijos	Datos	BAM
Plan Internet 12GB	Fijos	Datos	BAM
MPC19 - Libre	Fijos	Varios	Todo Incluido
Pack 30 minutos a otras compañías	Fijos	Varios	Todo Incluido
Proporcional 30 minutos a otras compañías	Fijos	Varios	Todo Incluido
INTERNET MOVIL 10GB RM INCL	Fijos	Datos	Smartphone
INTERNET MOVIL 10GB RM INCL	Fijos	Datos	Smartphone
Tarifa Basica	Fijos	Varios	Todo Incluido
M2M27 25 MB	Fijos	Varios	Otros
PE70R - 1GB - Control	Fijos	Varios	Todo Incluido
PE73R - 8GB - Control	Fijos	Varios	Todo Incluido
PE74C - 15GB - Libre	Fijos	Varios	Todo Incluido
M2M28	Fijos	Varios	Otros
Periodo de Cobro Septiembre	Fijos	Varios	Otros
Fijo Plan 1454 BAM Pro 12GB Normal	Fijos	Datos	BAM
Plan 2218 Corp Pro Voz 300	Fijos	Varios	Todo Incluido
Plan  2223  Corp  Pro  Silver	Fijos	Varios	Todo Incluido
Dcto. 16% CF plan 2101	Fijos	Datos	Smartphone
Dcto. 17% CF plan 2223	Fijos	Datos	Smartphone
Dcto. 18% CF plan 1978	Fijos	Datos	Smartphone
Dcto.  19%  CF  plan  1741	Fijos	Datos	BAM
Dcto.  62%  CF  plan  2232	Fijos	Datos	Smartphone
Dcto.  62%  CF  plan  2232	Fijos	Datos	Smartphone
Dcto.  62%  CF  plan  2232	Fijos	Datos	Smartphone
Dcto.  62%  CF  plan  2232	Fijos	Datos	Smartphone
Dcto.  62%  CF  plan  2232	Fijos	Datos	Smartphone
Plan  2176  Corp  Pro  Voz  Libre  SE	Fijos	Varios	Todo Incluido
dcto.  60%  CF  plan  2219	Fijos	Datos	Smartphone
dcto.  60%  CF  plan  2219	Fijos	Datos	Smartphone
dcto.  70%  CF  plan  2221	Fijos	Datos	Smartphone
Trafico de Datos Incluidos (Kb)	Fijos	Datos	Smartphone
Plan 2200 Emp. Extra SIM	Fijos	Varios	Todo Incluido
Paq. Internet Móvil Limitados	Fijos	Datos	Smartphone
Suscripción mensual Apple Watch	Fijos	Varios	Perfiles
Suscripción mensual Apple Watch	Fijos	Varios	Perfiles
Suscripción mensual Apple Watch	Fijos	Varios	Perfiles
Suscripción mensual Apple Watch	Fijos	Varios	Perfiles
Aplicacion promocion Empresas	Fijos	Varios	Todo Incluido
Aplicacion promocion Empresas	Fijos	Varios	Todo Incluido
Servicio básico de telefonía	Fijos	Voz	Nacional
Servicio Wi-Fi 100% bonificado	Fijos	Varios	Otros
Bolsa de datos	Fijos	Datos	Smartphone
Cargo Fijo_Voz Asociado a PLAN	Fijos	Voz	Nacional
1 GB x Internet 30 días	Fijos	Datos	Smartphone
Bonificación Plan	Fijos	Varios	Todo Incluido
Combos B2B Voz ilimitado + 8 GB	Fijos	Varios	Todo Incluido
Voz Todo Destino	Fijos	Voz	Nacional
Combos B2BÂ  Voz y SMS nacional ilimitado + 50 GB P1	Fijos	Varios	Todo Incluido
Descuentos	Fijos	Varios	Otros
Voz y SMS TD infinitos, 5 GB	Fijos	Varios	Todo Incluido
Voz y SMS TD infinitos, 8 GB	Fijos	Varios	Todo Incluido
Bolsa Roaming	Fijos	Datos	Internacional
Cargo Fijo BAM	Fijos	Datos	BAM
Cargo Fijo Dato Asociado a PLAN	Fijos	Datos	Smartphone
Cuota Mensual de Promocion	Fijos	Varios	Otros
Full Aportado	Fijos	Varios	Todo Incluido
Asistencia Claro	Fijos	Varios	Perfiles
ACI84	Fijos	Varios	Todo Incluido
M2M29 500MB	Fijos	Varios	Otros
PE75R - 25GB Control	Fijos	Varios	Todo Incluido
Internet en tu Movistar Incluido	Fijos	Datos	Smartphone
Internet Movil Emp 10 GB	Fijos	Datos	Smartphone
Con Todo Neg 1299	Fijos	Varios	Todo Incluido
Con Todo Neg 1299	Fijos	Varios	Todo Incluido
Flexible Business Smartphone 6 gb	Fijos	Varios	Todo Incluido
Intl Call While In Us +Unl Msg	Fijos	Voz	Internacional
Intl Call While In Us +Unl Msg	Fijos	Voz	Internacional
TRAVELPASS - Belize	Fijos	Voz	Internacional
Conectividad M2M Legacy	Fijos	Datos	BAM
Servicio VPN	Fijos	Varios	Perfiles
Crédito Diferencia Bonificación Datos	Fijos	Datos	Smartphone
Mobile Select GB Pool for Smartphone	Fijos	Varios	Todo Incluido
Mobile Select GB Pool for Smartphone	Fijos	Varios	Todo Incluido
Dcto. 45% CF plan 2179	Fijos	Datos	Smartphone
Dcto. 60% CF plan 2219	Fijos	Datos	Smartphone
Descuento de Abono 30% x 12 meses	Fijos	Voz	Nacional
Descuento paquete Internet 30% x 12 meses	Fijos	Datos	Smartphone
Descuento paquete SMS 30% x 12 meses	Fijos	Varios	Nacional SMS
Plan  2185 Corp Pro Silver SE	Fijos	Datos	Smartphone
Cargo  Fijo  Plan  2186	Fijos	Datos	Smartphone
Cargo  Fijo  Plan  2220	Fijos	Datos	Smartphone
Cargo  Fijo  Plan  2228	Fijos	Datos	Smartphone
dcto. CF  plan  2186	Fijos	Datos	Smartphone
dcto. CF  plan  2101	Fijos	Datos	Smartphone
dcto. CF  plan  2185	Fijos	Datos	Smartphone
dcto. CF  plan  2223	Fijos	Datos	Smartphone
dcto. CF  plan  1978	Fijos	Datos	Smartphone
Cargo  Fijo  Plan  2220	Fijos	Datos	Smartphone
Cargo  Fijo  Plan  2228	Fijos	Datos	Smartphone
dcto. CF  plan  2228	Fijos	Datos	Smartphone
dcto. CF  plan  2232	Fijos	Datos	Smartphone
dcto. CF  plan  2232	Fijos	Datos	Smartphone
Tarifa u + internet	Fijos	Varios	Todo Incluido
Bonificación Plan	Fijos	Varios	Todo Incluido
Bonificación Plan	Fijos	Varios	Todo Incluido
Bonificación Plan	Fijos	Varios	Otros
Descuento Retencion de 2000 por Siempre	Fijos	Varios	Otros
Claro Internet Empresa	Fijos	Datos	Smartphone
RED Infinity Plus Tarifa Plana 24H Speed	Fijos	Voz	Nacional
RED Empresa Bono  500 min Internacional	Fijos	Voz	Internacional
RED Empresa Bono 150 min Internacional Z2 y Z3	Fijos	Voz	Internacional
RED Empresa Descuento 90	Fijos	Varios	Otros
RED Infinity Plus Tarifa Plana 24H	Fijos	Voz	Nacional
RED Infinity Plus Tarifa Plana 24H Speed	Fijos	Voz	Nacional
RED Infinity Plus Tarifa Plana Bono	Fijos	Voz	Nacional
Flexible Business Smartphone 2 GB	Fijos	Varios	Todo Incluido
Intl Call While In Us +Unl Msg	Fijos	Voz	Internacional
Nationwide Business Data Share 2 GB	Fijos	Datos	Smartphone
Nationwide Business Data Share 2 GB	Fijos	Datos	Smartphone
Mobile Protection-Asurion	Fijos	Varios	Garantias
Plan Internet 2GB	Fijos	Datos	BAM
Gestao Smart Empresa Dados	Fijos	Varios	MDM
Gestao Smart Empresa Voz	Fijos	Varios	MDM
PACOTE DADOS SME 5GB	Fijos	Varios	Todo Incluido
Bonificación Plan VIP 6	Fijos	Varios	Todo Incluido
LICENCIA M365 BUSINESS BASIC	Fijos	Varios	Otros
Ajuste alCargo Fijo	Fijos	Varios	Otros
dcto. CF  plan  2186	Fijos	Datos	Smartphone
dcto. CF  plan  2185	Fijos	Datos	Smartphone
dcto. CF  plan  2185	Fijos	Datos	Smartphone
Dcto. 17% CF plan 2223	Fijos	Datos	Smartphone
Dcto. 17% CF plan 2223	Fijos	Datos	Smartphone
Cargo Fijo Plan 2098 CORP MAS SE 20GB	Fijos	Varios	Todo Incluido
Dcto.  19%  CF  plan  1741	Fijos	Datos	Smartphone
Cargo  Fijo  Plan  2220	Fijos	Datos	Smartphone
Dcto. 45% CF plan 2179	Fijos	Datos	Smartphone
Cargo  Fijo  Plan  2228	Fijos	Datos	Smartphone
Cargo  Fijo  Plan  2219  Corp  Pro  Voz  Libre	Fijos	Varios	Todo Incluido
dcto. CF  plan  2232	Fijos	Datos	Smartphone
dcto. CF  plan  2232	Fijos	Datos	Smartphone
dcto. CF  plan  2232	Fijos	Datos	Smartphone
dcto. CF  plan  2232	Fijos	Datos	Smartphone
Cargo Fijo Plan 2221 Corp Pro 30 GB	Fijos	Varios	Todo Incluido
Cargo Fijo Plan 2221 Corp Pro 30 GB	Fijos	Varios	Todo Incluido
Paquete Roaming America 100Mn	Fijos	Voz	Internacional
Internet Full	Fijos	Datos	Smartphone
Paquete (5MB) LOCAL 3GB	Fijos	Datos	Smartphone
Paquete Datos AMX Especial	Fijos	Datos	Internacional
Paquete LTE 3GB	Fijos	Datos	Smartphone
Renta Mensual  CLARO EJECUTIVO 10	Fijos	Varios	Todo Incluido
Renta Mensual  CLARO EJECUTIVO 20	Fijos	Varios	Todo Incluido
Renta Mensual  OFICINA MOVIL 2	Fijos	Varios	Todo Incluido
Renta Mensual  OFICINA MOVIL 3	Fijos	Varios	Todo Incluido
Renta Mensual  PLAN CORP IPHONE 1	Fijos	Varios	Todo Incluido
Renta Mensual  PLAN CORP IPHONE 2	Fijos	Varios	Todo Incluido
Renta Mensual  PLAN CORP IPHONE 3	Fijos	Varios	Todo Incluido
Renta Mensual  Turbonett 10 Mbps	Fijos	Datos	BAM
Renta Mensual  Turbonett Platino Corp	Fijos	Datos	BAM
SIN FRONTERAS SURAMERICA	Fijos	Varios	Otros
RENTA MENSUAL Corporativo ST 4G 3 CC	Fijos	Varios	Todo Incluido
DETALLE DE LLAMADAS EMPRESAS 4G	Fijos	Varios	Otros
RENTA MENSUAL Corporativo ST 4G 3 CC	Fijos	Varios	Todo Incluido
RENTA MENSUAL  EMPRESAS 4G @1 CONTROL	Fijos	Varios	Todo Incluido
RENTA MENSUAL EMPRESAS 4G @7	Fijos	Varios	Todo Incluido
RENTA MENSUAL EMPRESAS 4G @Basico CONTROL	Fijos	Varios	Todo Incluido
RENTA MENSUAL EMPRESAS M2M 100 MB	Fijos	Varios	Otros
RENTA MENSUAL PLAN LTE 4G GGEE	Fijos	Varios	Todo Incluido
RENTA MENSUAL DATOS	Fijos	Datos	BAM
RENTA MENSUAL OTROS SERVICIOS	Fijos	Varios	Otros
RENTA MENSUAL VOZ	Fijos	Voz	Nacional
RENTA MENSUAL  EMPRESAS 4G Básico CONTROL	Fijos	Varios	Todo Incluido
Cargos de telefonia movil	Fijos	Varios	Otros
Cantidad de uso adicional	Fijos	Varios	Otros
Servicio de Comunicación puro	Fijos	Varios	Todo Incluido
VIVO AVISA ANUAL	Fijos	Varios	Otros
Internet Full (2mbps) Nac	Fijos	Datos	Smartphone
Internet Full (4mbps) Nac	Fijos	Datos	Smartphone
Datos 50 GB	Fijos	Datos	Smartphone
Flexible Business Smartphone 2 GB	Fijos	Varios	Todo Incluido
Flexible Business Smartphone 2 GB	Fijos	Varios	Todo Incluido
Global Calling	Fijos	Varios	Perfiles
Global Calling Plus	Fijos	Varios	Perfiles
Nationwide Business Data Share 2 GB	Fijos	Datos	Smartphone
Mobile Protection-Asurion	Fijos	Varios	Garantias
Plan BAM Libre 120 GB Empresas	Fijos	Datos	BAM
Comunidad 25GB con Antivirus	Fijos	Varios	Todo Incluido
Empresas Internet	Fijos	Datos	BAM
Pack Internet Movil 30 GB	Fijos	Datos	Smartphone
Bonificación Plan	Fijos	Varios	Todo Incluido
Bonificación Llamadas 50% x 12 meses	Fijos	Voz	Nacional
Bonificación Plan	Fijos	Varios	Todo Incluido
Plan 8GB Plus	Fijos	Datos	BAM
Plan 8GB Plus	Fijos	Datos	BAM
Plan 2133  BAM  Empresas  Plus  60  GB	Fijos	Datos	BAM
Internet 20gb Acumulable	Fijos	Datos	Smartphone
Minutos Y Sms Ilimitados Dentro Del Pais	Fijos	Voz	Nacional
Seguro High 35000	Fijos	Varios	Garantias
Ajuste  al  Cargo Fijo	Fijos	Varios	Otros
Plan  2216  Corp  Pro  30  GB  SE	Fijos	Datos	Smartphone
Cargo  Fijo  Plan  2186	Fijos	Datos	Smartphone
Plan  2185 Corp Pro Silver SE	Fijos	Datos	Smartphone
Cargo  Fijo  Plan  2220	Fijos	Datos	Smartphone
Cargo  Fijo  Plan  2228	Fijos	Datos	Smartphone
Bonificación Plan	Fijos	Varios	Todo Incluido
Bonificación Plan	Fijos	Varios	Todo Incluido
Bonificación Plan	Fijos	Varios	Todo Incluido
Descuento 60% x 12 en cambio	Fijos	Datos	Smartphone
4096 MEGAS	Fijos	Datos	Smartphone
Datos 35 GB	Fijos	Datos	Smartphone
PE73R - 8GB - Control	Fijos	Varios	Todo Incluido
PE74C - 15GB - Libre	Fijos	Varios	Todo Incluido
Datos Ilimitado  Mensual	Fijos	Datos	Smartphone
Discount Smartphone	Fijos	Varios	Otros
Additional Smartphone Data Access	Fijos	Datos	Smartphone
Business Unlimited Plus	Fijos	Varios	Todo Incluido
Flex Business Data Device 10gb	Fijos	Datos	BAM
Flex Business Data Device 10gb	Fijos	Datos	BAM
Flex Business Data Device 2gb	Fijos	Datos	BAM
Flex Business Data Device 2gb	Fijos	Datos	BAM
Flex Business Data Device 2gb	Fijos	Datos	BAM
Flex Business Data Device 2gb	Fijos	Datos	BAM
Plan Workforce Data MB for LTE device	Fijos	Datos	BAM
